player_id,player_name,press_count,degree_centrality,betweenness_centrality,clustering_coefficient,community_id
11607,Jesús Vallejo,1,0.38888888888888884,0.34912854030501095,1.0,0
259174,Endrick,8,0.8888888888888888,0.2513071895424837,0.9083333333333333,0
11277,F. Mendy,6,0.8333333333333333,0.1946623093681917,0.9619047619047619,1
44876,A. Güler,9,0.8888888888888888,0.1599128540305011,0.9,0
12662,Éder Militão,5,0.7777777777777777,0.14215686274509803,0.967032967032967,1
6462,L. Modrić,13,0.9444444444444444,0.04281045751633987,0.8970588235294118,0
11592,Brahim Diaz,10,0.9444444444444444,0.02494553376906318,0.9485294117647058,1
31993,Fran García,9,0.9444444444444444,0.01971677559912854,0.8897058823529411,1
2190,Dani Ceballos,13,0.9444444444444444,0.010021786492374729,0.9485294117647058,0
6373,Lucas Vázquez,7,0.8333333333333333,0.0067538126361655765,0.9714285714285714,1
12218,A. Tchouaméni,20,1.0,0.00392156862745098,0.8823529411764706,1
23903,Rodrygo,20,0.9444444444444444,0.0,0.9485294117647058,1
70532,Raúl Asencio,12,0.8888888888888888,0.0,0.9666666666666667,0
24583,J. Bellingham,28,1.0,0.0,0.8823529411764706,0
22103,E. Camavinga,13,0.9444444444444444,0.0,0.9485294117647058,0
6028,K. Mbappé,26,1.0,0.0,0.8823529411764706,1
993,A. Rüdiger,16,0.9444444444444444,0.0,0.9485294117647058,1
12251,F. Valverde,22,0.9444444444444444,0.0,0.9485294117647058,1
12253,Vinícius Júnior,23,0.9444444444444444,0.0,0.9485294117647058,1

# Network Statistics
# Density: 0.895
# Avg Clustering: 0.934
# Communities: 2
# Avg Path Length: 3.23
